Date,Year,Type,Country,State,Location,Activity,Sex,Age,Injury,Time
24-Dec-1998,1998.0,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19,Left foot bitten after he accidentally stepped on the shark         PROVOKED INCIDENT ,08h30
21-Nov-1998,1998.0,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,9,FATAL,14h00
14-Nov-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Right foot bitten,08h45
11-Nov-1998,1998.0,Unprovoked,USA,Florida,"South Beach Park, Indian River County",Walking,M,13,Survived,17h00
05-Nov-1998,1998.0,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,32,No injury,
24-Oct-1998,1998.0,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,17,Minor lacerations on right ankle & foot,Afternoon
10-Oct-1998,1998.0,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,,Right hand bitten,
01-Oct-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,M,28,2 one-inch lacerations in left foot,14h30
27-Sep-1998,1998.0,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,6,Puncture wounds to leg,
22-Sep-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left arm lacerated,15h35
14-Sep-1998,1998.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,28,Right foot bitten,
30-Aug-1998,1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,26,Toes lacerated,20h15
26-Aug-1998,1998.0,Unprovoked,USA,California,"Stinson Beach, Marin County",Boogie boarding,M,16,"Thigh, buttocks & lower back lacerated",14h16
Reported      23-Aug-1998,1998.0,Unprovoked,USA,Virginia,Virginia Beach,Spearfishing,M,,Lacerations to left hand,
13-Aug-1998,1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,M,11,Left calf injured,
25-Jul-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13,Calf bitten,P.M.
08-Jun-1998,1998.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,18,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",18h00
25-May-1998,1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,4 lacerations on the sole of his right foot,11h10
16-May-1998,1998.0,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,14,Ankle & foot bitten,14h30
16-May-1998,1998.0,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming / surfing,M,24,Left arm & wrist lacerated,15h00
21-Apr-1998,1998.0,Unprovoked,USA,Oregon,Gleneden Beach,Surfing (lying prone on his board),M,50,Right thigh bitten,09h30 
17-Apr-1998,1998.0,Provoked,USA,Florida,"Marathon, Monroe County",Scuba diving,M,16,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",
31-Mar-1998,1998.0,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,40,Heel lacerated,15h30
08-Mar-1998,1998.0,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,M,32,6 puncture wounds to right calf,Morning
23-Feb-1998,1998.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,,Hands bitten,09h35
1998 ,1998.0,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Spearfishing on scuba & transferring fish onto a stringer,M,,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,
25-Dec-1997,1997.0,Invalid,USA,Florida,"Fort Lauderdale, Broward County",,F,29,"Ankle bitten, but shark involvement unconfirmed",
25-Dec-1997,1997.0,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,8,Left leg gashed knee to ankle,
Reported 05-Nov-1997,1997.0,Unprovoked,USA,Florida,,Swimming,M,32,Thigh bitten,Mid morning
28-Oct-1997,1997.0,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Body boarding or surfing,M,19,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",07h20
24-Oct-1997,1997.0,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,"5"" gash in foot",17h15
21-Oct-1997,1997.0,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Left foot bitten,18h00
04-Oct-1997,1997.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,14,Laceration & 3 puncture wounds to anterior right thigh,08h30
09-Sep-1997,1997.0,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,12,Laceration to right foot,17h15
08-Sep-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,,17,2 small lacerations to bottom of foot,Evening
06-Sep-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Lacerations to lower left leg,15h20
30-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Lacerations on right ankle & heel,13h00
27-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking / surfing,M,22,"2"" laceration on left heel",11h20
24-Aug-1997,1997.0,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),M,29,Leg & hand bitten,12h30
11-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Floating on raft,F,12,Small lacerations on right lower leg,14h16
10-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,17,Lacerations to foot,11h48
09-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Lacerations to right foot,17h15
05-Aug-1997,1997.0,Unprovoked,USA,Texas,"East Beach, Galveston",Wading,F,10,Wrist & am bitten,
04-Aug-1997,1997.0,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Wade-fishing,M,,Left forearm & wrist bitten,
02-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,17,Top of left foot bitten,15h45
02-Aug-1997,1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,M,19,Top of left foot bitten,09h15
14-Jul-1997,1997.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,50,Left calf bitten,Night
24-Jun-1997,1997.0,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",Spearfishing / night diving,M,,Leg bitten just above ankle,23h00
09-Jun-1997,1997.0,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,18,Laceration to left upper arm,18h00
02-Jun-1997,1997.0,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County","Body surfing, stood up on sandbar",M,33,4 lacerations above left ankle,10h25
31-May-1997,1997.0,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Spearfishing,M,35,Right thigh punctured,Morning
31-May-1997,1997.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,34,Left elbow bitten,11h00
31-May-1997,1997.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,12,Left ankle bitten,11h00
21-Feb-1997,1997.0,Unprovoked,USA,Hawaii,"Sunset Beach, O'ahu",,M,,No details,
29-Nov-1996,1996.0,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,45,Single laceration on ankle & board bitten,08h30
18-Nov-1996,1996.0,Unprovoked,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,M,26,Right foot bitten,17h00
05-Oct-1996,1996.0,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,22,Lower leg bitten,13h00
03-Oct-1996,1996.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,21,"4"" laceration on left forearm",08h30
03-Oct-1996,1996.0,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,M,31,"No Injury, shark struck his board",07h19
18-Sep-1996,1996.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,14,4 or 5 lacerations on left ankle,13h37
06-Sep-1996,1996.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing / Swimming,M,19,Small puncture wounds and lacerations on right leg just below knee,12h15
02-Sep-1996,1996.0,Unprovoked,USA,Florida,"Behune Beach, Volusia County",Standing,M,5,Right foot bitten,18h05
02-Sep-1996,1996.0,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Sitting on surfboard,M,28,Small lacerations on left foot,13h25
01-Sep-1996,1996.0,Invalid,USA,South Carolina,"Garden City Beach, Horry County",Boogie boarding,F,28,Minor injuries to foot,Afternoon
29-Aug-1996,1996.0,Unprovoked,USA,Hawaii,"Paukukalo, Maui",Body Boarding,M,19,Right calf bitten,16h00
13-Aug-1996,1996.0,Unprovoked,USA,California,"Bird Rock, Tomales Point",Free diving for abalone,M,36,"Left shoulder, forearm, hand & abdomen lacerated",11h15
11-Aug-1996,1996.0,Unprovoked,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",Wade fishing,M,21,"No injury, towed by shark that grabbed stringer of fish tied to his waist",14h00
26-Jul-1996,1996.0,Unprovoked,USA,Florida,"Wiggins Pass, Collier County",Standing,F,8,Survived,19h30
21-Jul-1996,1996.0,Unprovoked,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Swimming,M,46,Lacerations to left leg & right foot ,
20-Jul-1996,1996.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,9,Laceration to right arm,13h30
14-Jul-1996,1996.0,Unprovoked,USA,Hawaii,"Nakalele Point, Maui",,,,No details,
10-Jul-1996,1996.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,M,18,Right foot bitten,13h45
04-Jul-1996,1996.0,Unprovoked,USA,Florida,"Public Beach, Siesta Key, Sarasota County",Standing,F,63,Laceration on left foot,14h00
25-Jun-1996,1996.0,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",Body surfing,F,24,"Lacerations to left shin, heel & foot",Afternoon
18-May-1996,1996.0,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,22,Right foot & ankle bitten,13h40
07-May-1996,1996.0,Unprovoked,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,27,Left foot & leg bitten,11h06
28-Apr-1996,1996.0,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",,M,,No details,
Reported      19-Feb-1996,1996.0,Provoked,USA,Missouri,St. Louis,Swimming in fish tank,F,32,5 punctures to hand from captive shark PROVOKED INCIDENT,
23-Jan-1996,1996.0,Provoked,USA,Florida,"Florida Keys, Monroe County",Wading,M,33,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,
16-Jan-1996,1996.0,Unprovoked,USA,Hawaii,"Ka’eleki’I Point, Maui",Swimming with mask & snorkel,M,53,Lacerations to left foot & right shin,15h45
1996,1996.0,Unprovoked,USA,North Carolina,,Surfing,M,,Survived,
18-Dec-1995,1995.0,Unprovoked,USA,Hawaii,Southwest of O'ahu,,M,,No details,
25-Nov-1995,1995.0,Invalid,USA,Hawaii,"Ha'ena, Kaua'i",,M,,Minor injury,
Reported 28-Oct-1995,1995.0,Unprovoked,USA,Florida,,Boogie boarding,M,13,Lacerations to right foot,
21-Oct-1995,1995.0,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Surfing,M,17,Foot bitten,
01-Oct-1995,1995.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,39,Right arm injured,11h30
30-Sep-1995,1995.0,Unprovoked,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,14,4 punctures in left foot,Morning
30-Sep-1995,1995.0,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,17,Leg & ankle bitten,
28-Sep-1995,1995.0,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,25,"Right foot bruised, board bitten",17h30
19-Sep-1995,1995.0,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,19,Left arm & hand lacerated,
17-Sep-1995,1995.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,19,Left elbow and bicep bitten,15h40
13-Sep-1995,1995.0,Unprovoked,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",Scuba diving,M,25,"Presumed FATAL, body not recovered",
03-Sep-1995,1995.0,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Abalone diving using Hookah (resting on the surface),M,32,Lower leg bitten,16h00
03-Sep-1995,1995.0,Invalid,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,9,Laceration to lower leg,
31-Aug-1995,1995.0,Unprovoked,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,19,Left hand & forearm bitten,
31-Aug-1995,1995.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",On a float,M,44,Puncture wounds on ankle & leg,
26-Aug-1995,1995.0,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,16,Left elbow bitten,18h30
26-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,18,4 puncture wounds on right pinky finger,14h10
25-Aug-1995,1995.0,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,16,Left arm bitten,"""Night"""
22-Aug-1995,1995.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming ,M,23,Right foot bitten,Afternoon
22-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,19,Bottom of left foot gashed,19h00
21-Aug-1995,1995.0,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,,,No injury,
15-Aug-1995,1995.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Wading,M,20,Thigh lacerated,08h30
13-Aug-1995,1995.0,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,15,Death resulted fom drowning; tiger shark bites were post-mortem,
10-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,20,Laceration to left heel,13h30
10-Aug-1995,1995.0,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County","""Riding waves on a board""",F,14,Left foot bitten,
07-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Body boarding,M,12,Multiple bites on right leg and knee,14h10
Aug-1995,1995.0,Invalid,USA,California,"Carmel, Monterey County",Diving,M,,Torso bitten by 4 m [13'] white shark,
28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Left foot bitten,16h30
28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Minor laceration on lower leg,14h45
28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Laceration to heel,14h10
28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,18,2-inch laceration to lower right leg ,13h40
28-Jul-1995,1995.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",,M,12,Hand bitten (minor injury),
24-Jul-1995,1995.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,7,Right foot bitten,
23-Jul-1995,1995.0,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Body boarding,M,47,Foot bitten,
06-Jul-1995,1995.0,Unprovoked,USA,Texas,Port Aransas,Surfing,M,34,Foot bitten,
03-Jul-1995,1995.0,Provoked,USA,Mississippi,"Cat Island, Harrison County",Fishing,F,32,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,
Early Jul-1995,1995.0,Provoked,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",Jumped off surfboard & landed on the shark,M,,Foot bitten PROVOKED INCIDENT,
30-Jun-1995,1995.0,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Scuba diving (ascending using scooter),M,31,"Forearm, abdomen & upper leg lacerated",17h30
24-Jun-1995,1995.0,Unprovoked,USA,California,"LaJolla Shores, San Diego County",Kayaking,F,,Minor injuries,
23-Jun-1995,1995.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Playing / jumping,M,13,Ankle bitten,
17-Jun-1995,1995.0,Unprovoked,USA,South Carolina,"Garden City Beach, Horry County",Surfing,M,,Foot bitten,
17-Jun-1995,1995.0,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,45,Right leg bitten,18h30?
16-Jun-1995,1995.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,10,Leg bitten,14h00
14-Jun-1995,1995.0,Unprovoked,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,M,38,Puncture wounds & scratches to torso & left leg ,11h50
26-May-1995,1995.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,15,Left foot bitten,
16-Apr-1995,1995.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",,M,12,"Dorsum of right hand bitten, a probable bluefish bite",10h35
13-Apr-1995,1995.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",,M,20,Puncture wounds on right foot,13h20
1995,1995.0,Invalid,USA,North Carolina,Carolina Beach,Scuba diving,M,,Death resulted fom drowning; shark bites were post-mortem,
1995,1995.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",,M,,No details,
18-Dec-1994,1994.0,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i","Surfing, sitting on board",,,"No injury, shark bit surfboard",14h45
09-Dec-1994,1994.0,Sea Disaster,USA,,1200 miles east of New Jersey,,M,,Sharks took some of the crew,
09-Dec-1994,1994.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial diver (submerged or treading water),M,42,"FATAL, right leg nearly severed, puncture wounds to left leg ",08h45
13-Nov-1994,1994.0,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing, paddling seawards",F,34,Right thigh & board bitten,09h45
06-Nov-1994,1994.0,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,,,"No injury, shark bit surfboard",16h00
09-Oct-1994,1994.0,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Wading,F,9,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,13h00
05-Oct-1994,1994.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,16,Foot bitten,12h00
26-Sep-1994,1994.0,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,30,Right side of abdomen & left hand bitten,
21-Sep-1994,1994.0,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,43,"No injury, surfboard bitten",16h30
Reported 11-Sep-1994,1994.0,Sea Disaster,USA,Florida,Florida Straits,Adrift on refugee raft,M,7      &    31,FATAL,
05-Sep-1994,1994.0,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped off rocks into white water,F,12,Left calf bitten,11h15
08-Jul-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Right calf lacerated,15h00
31-May-1994,1994.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,24,Foot lacerated,10h30
31-May-1994,1994.0,Unprovoked,USA,Florida," Daytona Beach, Volusia County",Surfing,M, 28,Right foot lacerated,08h00
28-May-1994,1994.0,Unprovoked,USA,Florida,"3 miles east of Jacksonville Beach, Duval County",Spearfishing,M,35,Shoulder bitten,
24-May-1994,1994.0,Unprovoked,USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",Wading,F,36,Lower left calf & ankle  lacerated,
23-May-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,26,Gash on ankle,Afternoon
15-May-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Right knee lacerated,08h30
Reported 16-Apr-1994,1994.0,Invalid,USA,California,"Sunset Cliffs, San Diego, San Diego County",,F,25,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem,
03-Apr-1994,1994.0,Unprovoked,USA,Florida,"Miami Beach, Dade County",Freediving for seashells,M,71,Left shoulder lacerated,15h00
07-Mar-1994,1994.0,Provoked,USA,California,,Removing shark from tank in nightclub ,M,33,Arm lacerated by captive shark PROVOKED INCIDENT,
19-Feb-1994,1994.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,23,Left foot bitten,13h00
13-Feb-1994,1994.0,Provoked,USA,Hawaii,Kailua Bay,Fishing,M,,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,17h00
31-Jan-1994,1994.0,Unprovoked,USA,Hawaii,"Velzyland, north shore of O'ahu",Surfing,M,,FATAL,
1994,1994.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,,Left foot bitten,
Dec-1993,1993.0,Unprovoked,USA,Hawaii,Waipo,Surfing,M,,FATAL,
28-Nov-1993,1993.0,Unprovoked,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,M,30,"""Minor cuts to left leg""",
